; 20
Honorario; 2
Hooch; 8
Hooch; 1
Hopkirk; 1
Horas; 1
Hornby; 2
Hoy; 1
Hubo; 13
Hufflepuff; 17
Hufflepuff; 1
INDAGACIONES; 1
INVESTIGACIÓN; 1
ISBN; 1
Iba; 4
Iban; 1
Id; 1
Igual; 1
Imagina; 1
Imagine; 1
Imagino; 2
Imagínate; 1
Impertérrita; 1
Impresión; 1
Incapaz; 1
Incluso; 5
Incorrecto; 2
Increíble; 1
Indebido; 2
Indignado; 1
Informaré; 1
Inició; 1
Inmediatamente; 2
Insisto; 1
Insonorizaban; 1
Instintivamente; 1
Intentando; 1
Intentó; 6
Internacional; 2
Intrigado; 1
Invaden; 1
Inventaron; 1
Invernadero; 4
Irá; 1
Iré; 1
J.K; 2
Jadeando; 1
Japes; 1
Jefes; 1
Johnson; 1
Jordan; 4
Jordan; 1
Juegos; 1
Jugaron; 1
Justin; 34
Katie; 2
Kent; 1
Kings; 4
Knockturn; 7
LA; 4
LECHUZA; 1
LO; 2
LOCKHART; 1
LORD; 1
LOS; 1
La; 188
Lamento; 2
Lamentándolo; 1
Lamentó; 1
Lanzó; 1
Las; 29
Lavender; 1
Le; 26
Lee; 6
Lentamente; 1
Les; 12
Levantando; 1
Levantó; 8
Levántate; 1
Ley; 3
Leyó; 1
Liberdúplex; 1
Librándose; 1
Liga; 2
Ligeramente; 1
Llamadme; 1
Llamaron; 3
Llamó; 1
Llegaba; 1
Llegaremos; 1
Llegaron; 2
Llegó; 2
Lleva; 1
Llevaba; 9
Llevó; 1
Llorona; 23
Llorona; 1
Lo; 43
Lockbart; 1
Lockhart; 221
Lockhart; 10
Londres; 6
Longbottom; 10
Lord; 1
Los; 85
Luchó; 1
Lucius; 29
Luego; 33
M.H.B; 1
MAGIA; 1
MALDITA; 1
MATADO; 1
ME; 1
MENCIÓN; 1
MINISTERIO; 1
MORTAL; 1
MORÍA; 1
Mabel»; 1
Macmillan; 4
Madriguera; 5
Madriguera»; 1
Mafalda; 1
Magia; 21
Magos; 1
Malfoy; 201
Malfoy!»; 1
Malfoy; 13
Mallorca; 3
Mano; 1
Marchaos; 1
Marcus; 2
Mareado; 1
Martin; 1
Martín; 1
Mason; 14
Matar; 1
McGonagall; 79
McGonagall; 11
Mcmillan; 1
Me; 34
Medalla; 1
Media; 2
Medieval; 1
Mejor; 1
Menos; 1
Mentiras; 1
Merlín; 2
Merodeando; 1
Metamórfica; 1
Metiendo; 1
Metieron; 1
Mi; 13
Miembro; 2
Mientras; 13
Miggs; 1
Millicent; 9
Mimsy-Porpington; 1
Minerva; 4
Ministerio; 12
Ministerio»; 1
Mira; 6
Miraba; 3
Miranda; 1
Mirando; 2
Miró; 9
Molly; 5
Montó; 1
Mortlake; 1
Morí; 1
Mosag; 1
Moste; 3
Muchacho; 1
Muerto; 1
Muggles; 2
Mundungus; 1
Muy; 6
Muñoz; 1
Myrtle; 61
Myrtle; 1
Mágicas; 2
Mágico; 1
Más; 5
Mérito; 1
Míralo; 1
NI; 1
NINGUN; 1
NINGUNA; 1
NO; 5
NOCHE; 1
Nada; 2
Nadie; 10
Naturalmente; 8
Navidad; 12
Navidades; 3
Necesitamos; 1
Necesitaréis; 1
Necesito; 1
Nettles; 1
Neville; 29
Neville; 2
Ni; 11
Nicholas; 1
Nick; 44
Nick; 1
Nieves; 1
Nimbus; 7
Ninguna; 1
Ninguno; 1
Ningún; 4
No; 139
Noel; 2
Norfolk; 1
Normalmente; 2
Norris; 22
Norris; 2
Nos; 6
Nosotros; 2
Notó; 1
Nuestro; 2
Nueve; 1
Nunca; 13
O; 6
OTRA; 1
Objetos; 2
Obviamente; 2
Ocupaba; 1
Ocupó; 1
Ofuscado; 1
Ogden; 1
Olfatea; 1
Olive; 2
Oliver; 8
Olvidaste; 1
Orden; 2
Os; 2
Oscuras; 16
Oscurecía; 1
Otro; 1
Otros; 2
Ottery; 1
Oyeron; 4
Oyó; 6
OFlaherty; 1
Oía; 1
Oían; 1
Oír; 1
P.F; 1
PADRE; 3
PALABRA; 1
PARA; 1
PARADO; 1
PENSAR; 1
PEQUEÑA; 1
PODRÍAIS; 1
PODRÍAS; 1
POR; 4
PRONUNCIAR; 1
PUEDA; 1
Papá; 2
Para; 12
Parece; 2
Pareces; 1
Parecía; 16
Parvati; 1
Pasa; 1
Pasaba; 1
Pasaron; 2
Paseos; 1
Pasándosela; 1
Pataplún; 1
Patati; 1
Patil; 1
Patrick; 7
Patrick; 2
Peebles; 1
Peeves; 25
Penetraron; 1
Pensaba; 2
Pensando; 3
Pensaron; 1
Pensé; 1
Pensó; 3
Penélope; 2
Pepperup; 1
Percy; 66
Percy; 2
Perkins; 1
Pero; 177
Persiguieron; 1
Personalmente; 1
Pertenecen; 1
Pese; 1
Pestenomi; 1
Peter; 1
Petunia; 26
Petunia; 2
Piel; 1
Piensa; 1
Pienso; 1
Pince; 4
Pince; 1
Pociones; 13
Podemos; 2
Poderes; 1
Podrás; 2
Podría; 5
Podríais; 2
Podrían; 3
Podrías; 2
Podéis; 1
Podía; 6
Podías; 2
Polo; 1
Pomfrey; 29
Pomfrey; 1
Por; 47
Porque; 6
Potente; 4
Potions; 2
Potions?repitió; 1
Potions; 1
Potter; 122
Potter.»; 1
Potter»; 2
Precisamente; 3
Prefectos; 1
Prefiriendo; 1
Preguntándose; 2
Premio; 11
Prender; 1
Printed; 1
Privet; 7
Prod; 1
Produciendo; 1
Profesor; 2
Profesora; 2
Profeta; 6
Profirió; 1
Prohibida; 4
Pronto; 2
Provocar; 1
Prácticamente; 2
Pucey; 2
Pude; 1
Pudo; 1
Puede; 2
Pueden; 1
Puedo; 1
Puso; 1
QUE; 8
QUIEN; 1
Que; 1
Que-no-debe-ser-nombrado; 1
Quedó; 1
Querido; 5
Queréis; 1
Quería; 4
Queríais; 1
Queríamos; 1
Qui-quiero; 1
Quien-tú-sabes; 4
Quien-usted-sabe; 1
Quien-vosotros-sabéis; 3
Quienquiera; 2
Quiero; 11
Quisiera; 2
Quiso; 2
Quitamanchas; 1
Quizá; 2
Quizás; 2
Quién; 1
Qué; 2
Quítate; 1
ROBAR; 1
RYDDLE; 1
Ravenclaw; 10
Recibiréis; 1
Recibió; 1
Recoge; 1
Recogió; 1
Recordaba; 1
Recorridos; 2
Recorrió; 1
Recreo; 1
Recuerda; 2
Recuerdo; 2
Remendado; 1
Repentinamente; 1
Reposo; 1
Representante; 1
Respirando; 1
Respiró; 1
Resplandeció; 1
Restricción; 1
Resulta; 1
Resurgía; 1
Rezumando; 1
Rió; 1
Rompió; 1
Ron; 618
Ronald»; 1
Ron; 57
Rowena; 1
Rowling; 2
Rubeus; 3
Ruborizándose; 1
Rumania; 1
Ryddle; 122
Ryddles; 1
Ryddle; 11
Ryddle»; 1
Rápidamente; 1
S; 1
S.A; 1
S.L; 1
SACAREMOS; 1
SALVESE; 1
SALVO; 1
SANGRE; 1
SE; 1
SEA; 1
SECRETOS; 1
SEGUIR; 1
SI; 1
SIDO; 1
SORVOLO; 1
SOY; 1
SU; 1
SUFRIMOS; 1
SUPONGO; 1
Sabe; 1
Sabemos; 2
Sabes; 1
Sabiendo; 1
Sabía; 4
Sabías; 1
Sacó; 5
Saint; 1
Salazar; 9
Salieron; 2
Salir; 1
Salió; 2
Saltó; 1
Salvo; 1
Salón; 2
San; 7
Sangre; 1
Sanguinario; 1
Santa; 1
Santos; 1
Scabbers; 3
Se; 126
Seamus; 17
Seamus; 1
Sección; 5
Secreta; 1
Secreto; 1
Secretos; 44
Secretos?»; 1
Secrets; 1
Secándose; 1
Seguiremos; 1
Seguramente; 2
Seguro; 2
Seguía; 2
Según; 2
Seleccionador; 16
Selección; 3
Semana; 1
Sencillo; 1
Sentaos; 1
Sentía; 3
Sepárate; 1
Servicios; 5
Será; 4
Serán; 1
Sería; 1
Severus; 6
Señor; 10
Señora; 24
Si; 52
Siempre; 4
Siete; 1
Siguió; 3
Simplemente; 3
Sin; 26
Sinceramente; 1
Sinistra; 1
Sintiéndose; 1
Sintió; 1
Sir; 3
Skower; 1
Sly; 1
Slytherin; 115
Slytherin...»; 1
Slytherin; 1
Smeltings; 1
Smethley; 2
Snape; 91
Snape; 4
Sobre; 8
Sobrevolaban; 1
Solamente; 1
Solo; 1
Solos; 1
Solución; 1
Sombrero; 16
Son; 6
Sonetos; 1
Sonriendo; 3
Sonrisa; 3
Sonó; 6
Sorvolo; 1
Sostenía; 1
Soy; 1
Soñó; 1
Spain; 1
Spinnet; 3
Sprout; 20
Sprout; 4
Su; 13
Subieron; 4
Subiéndose; 1
Sucedió; 1
Sucios; 1
Suena; 1
Sujetaba; 1
Sujeto; 1
Sujetándose; 1
Suponemos; 1
Supongo; 8
Suponiendo; 1
Supuso; 1
Sus; 10
Suspiró; 1
Sé; 3
Séan; 1
Sí; 11
Sólo; 18
T.M; 4
TE; 8
TECHO; 1
TEMED; 1
TENGO; 1
TODO; 1
TOLERARÉ; 1
TOM; 1
TRABAJO; 1
TU; 4
TUYA; 1
Tal; 4
Tambaleándose; 1
También; 9
Tan; 1
Tanto; 4
Tapándose; 1
Tardaron; 1
Te; 13
Tel; 1
Temblando; 1
Temiendo; 1
Tendremos; 2
Tendrás; 1
Tendría; 3
Tenebroso; 7
Tenemos; 4
Tengo; 11
Tentacula; 1
Tenía; 24
Terminaron; 1
Terminó; 1
Thomas; 7
Tiene; 3
Tienes; 4
Tiritando; 1
Tiró; 1
Toda; 1
Todas; 3
Todavía; 1
Todo; 14
Todos; 17
Tom; 19
Tomando; 1
Topsham; 1
Tortura; 1
Traducción; 1
Transfiguración; 1
Transformaciones; 5
Tras; 10
Trastabilló; 1
Trataba; 1
Trató; 1
Tres; 3
Tu; 2
Tuve; 2
Tuvieron; 1
TÚ; 1
Tía; 2
Tío; 8
Título; 1
Tómate; 1
Tú; 8
UN; 1
Uagadugú; 1
Un; 42
Una; 37
Unas; 1
Uno; 2
Unos; 4
Uso; 4
Usted; 6
VERGUENZA; 1
VIMOS; 1
VOLADOR; 1
VOLDEMORT; 1
VUELVES; 1
Va; 1
Vacaciones; 1
Vale; 1
Valentín; 7
Vamos; 13
Van; 1
Varias; 3
Varios; 2
Vauxhall; 2
Vaya; 3
Vayamos; 1
Veamos; 5
Veinte; 1
Ven; 1
Vendrán; 1
Venenosa; 1
Venga; 6
Vernon; 36
Vernon; 4
Verás; 1
Verónica; 2
Vespertino; 1
Vete; 2
Viajes; 4
Viejo; 1
Viendo; 2
Vimos; 1
Vine; 1
Vio; 5
Vista; 1
Viuda; 1
Vol; 1
Volaba; 1
Volando; 1
Voldemort; 21
Volvamos; 1
Volved; 1
Volverás; 1
Volvieron; 1
Volvió; 3
Volvía; 1
Vomítalas; 1
Vosotros; 1
Voy; 3
Váyase; 3
Wagga; 2
Warbeck»; 1
Weasley; 164
Weasley; 13
Wood; 44
Wood; 2
X; 1
Y; 141
YO; 1
Ya; 26
Yeti; 2
Yo; 27
Z; 1
a; 2314
abaje; 1
abajo; 21
abalanzaron; 1
abalanzarse; 1
abalanzándose; 1
abalanzó; 4
abandona; 1
abandonaba; 1
abandonaban; 1
abandonado; 3
abandonar; 4
abandonaron; 2
abandonaré; 2
abandone; 1
abandonó; 3
abanicando; 1
abanico; 1
abarrotaban; 2
abarrotada; 4
abarrotadas; 1
abarrotado; 1
abarrotados; 2
abasteciendo; 1
abatido; 1
abatidos; 1
abdomen; 1
abertura; 4
abierta; 14
abierta.»; 2
abiertamente; 1
abierto; 13
abiertos; 13
ablandar; 1
abollado; 2
abolladura; 1
abonada; 2
abono; 3
abordaré; 1
aborrece; 1
abovedado; 1
abras; 1
abrasaba; 2
abrasador; 1
abrazarla; 1
abrazo; 1
abrazó; 2
abre; 1
abriendo; 7
abriera; 1
abrieron; 7
abrigo; 2
abrigos; 2
abrir; 19
abrirla; 1
abrirse; 3
abriría; 1
abriéndola; 1
abriéndose; 4
abrió; 69
abrochó; 1
abrumado; 1
abrí; 2
abría; 10
abrían; 1
absolutamente; 2
absoluto; 9
absorbente; 1
absorbido; 2
absorto; 1
absortos; 1
absurda; 2
absurdamente; 1
absurdo; 1
absurdos; 1
abucheaba; 1
abucheos; 1
abuela; 2
abuelo; 1
abultaron; 1
aburre; 1
aburrida; 2
aburrido; 5
aburridísimo; 1
aburrimiento; 1
acaba; 6
acababa; 13
acababan; 4
acabadas; 1
acabado; 6
acabar; 5
acabara; 7
acabaran; 2
acabarlo; 1
acabaron; 1
acabar»; 1
acabe; 2
acabo; 1
acabó; 3
acaloradamente; 1
acantilado; 1
acarrearle; 1
accedido; 1
accedieran; 1
accedían; 1
acceso; 2
accidentalmente; 1
accidente; 7
accidentes; 1
accionador; 2
accionarlo; 1
acebo; 1
acecha; 1
acechaba; 1
acechando; 1
aceite; 2
acelerada; 1
acelerador; 4
acelerando; 1
aceleró; 2
acepté; 1
acercaba; 7
acercaban; 9
acercaba; 1
acercado; 3
acercando; 1
acercaos; 1
acercar; 1
acercara; 1
acercaran; 1
acercaron; 5
acercarse; 11
acercándose; 5
acercándosele; 1
acercándose; 1
acercó; 35
acerquéis; 1
acertada; 1
acertadamente; 2
acicalado; 1
aclamaciones; 1
aclaró; 7
acné; 1
acobardado; 1
acobardaros; 1
acometer; 1
acometida; 1
acometido; 1
acometiendo; 1
acometió; 2
acomodados; 1
acomodaron; 1
acomodándose; 1
acompasaba; 1
acompañaba; 2
acompañaban; 1
acompañada; 1
acompañado; 3
acompañamiento; 1
acompañante; 1
acompañar; 2
acompañaran; 1
acompañarla; 1
acompañará; 1
acompañaré; 1
acompañó; 1
aconsejaba; 1
aconsejarle; 1
aconsejo; 1
aconsejó; 1
acontecimientos; 1
acorazada; 2
acorazadas; 1
acordaba; 4
acordado; 1
acordaran; 1
acordarse; 2
acordarías; 1
acordáis; 1
acordándose; 2
acorralado; 1
acorralaron; 1
acostumbrada; 1
acostumbrado; 1
acreditar; 1
acritud; 1
actividad; 2
actividades; 2
acto; 3
actos; 1
actuaba; 1
actuación; 1
actuado; 1
actuales; 1
actualmente; 1
acuda; 1
acudir; 1
acudió; 1
acuerdo; 13
acumuló; 1
acurrucado; 1
acusadora; 1
acusador; 1
acusarnos; 1
acusaste; 1
adecuada; 2
adecuadamente; 1
adecuadas; 1
adecuado; 3
adelantaban; 1
adelante; 6
adelantó; 1
ademán; 3
además; 7
adicional; 1
adivinación; 1
adivinado; 2
adivinando; 1
adivinas; 1
adivináis; 1
adivinó; 1
adiós; 1
adjuntaba; 1
admiradora; 1
admiradoras; 3
admirando; 1
admiras; 1
admitido; 1
admitir; 5
admito; 1
admitían; 1
adonde; 1
adondequiera; 2
adoptar; 2
adoquinada; 1
adoraba; 1
adorable; 2
adormecerse; 1
adormeciéndose; 1
adormecía; 1
adosada; 2
adoseladas; 1
adquiramos; 1
adquiriendo; 1
adquirieron; 1
adquirir; 1
adusto; 2
adversario; 1
advertencia; 3
advertida; 1
advertirle; 1
advertiros; 1
advertirán; 1
advierte; 1
advirtió; 2
adónde; 9
aerodeslizador; 1
afablemente; 1
afanosamente; 1
afectaban; 1
afectación; 1
afectación; 1
afectada; 2
afectado; 1
afectados; 1
afectar; 2
afectará; 1
afectuosa; 1
afectuosamente; 1
afectó; 1
aferraba; 2
aferraban; 1
aferradas; 1
aferrando; 1
afición; 3
afilada; 4
afiladas; 1
afilado; 1
afilados; 2
afiladísimos; 1
afinando; 1
afinidad; 2
afinó; 1
afirmaba; 1
afirmativo; 1
afirmo; 1
aflautada; 1
afligidos; 1
aflojándose; 1
afortunadamente; 4
africana; 3
afrontado; 1
afrontar; 2
afuera; 2
agachaba; 1
agachado; 1
agachándose; 1
agachó; 3
agarraba; 2
agarrada; 1
agarrado; 1
agarraron; 1
agarrotado; 2
agarrotados; 1
agarrándose; 1
agarró; 3
agitaba; 5
agitaban; 1
agitada; 1
agitada; 1
agitado; 1
agitando; 6
agitar; 1
agitándola; 1
aglomeración; 1
agnada; 1
agolpaba; 3
agonizando; 1
agonizante; 1
agosto»; 1
agotado; 1
agradable; 2
agradecer; 1
agradecido; 2
agradecido; 1
agradecimiento; 1
agradezco; 1
agrado; 1
agredido; 1
agredieron; 1
agresiones; 4
agresivamente; 1
agresión; 3
agresor; 3
agrio; 1
agua; 17
aguamarina; 1
aguantando; 1
aguantar; 2
aguantará; 1
aguanto; 1
aguantándose; 1
aguantó; 1
aguardaba; 3
aguardaban; 1
aguardando; 2
aguardar; 1
aguardó; 4
agua; 2
aguda; 2
agudamente; 1
agudas; 1
agudo; 1
aguileña; 1
agujereado; 1
agujero; 12
agujeros; 2
aguzando; 1
aguzar; 1
aguzó; 2
ah; 1
ahogaba; 1
ahogada; 2
ahogado; 8
ahogados; 1
ahogaron; 1
ahogó; 6
ahora; 58
ahora»; 1
ahorcado; 1
ahorrado; 1
ahorrarle; 1
ahumados; 1
ahumando; 1
ahí; 21
airado; 1
airado; 1
aire; 49
aires; 4
aislado; 1
aislados; 1
ajado; 2
ajedrez; 1
ajena; 1
ajo; 1
ajustaba; 1
ajustar; 1
ajustes; 1
ajustándose; 1
al; 543
ala; 1
alacena; 3
alarde; 1
alardea; 1
alardeando; 1
alargado; 2
alargó; 3
alarido; 1
alaridos; 3
alarmado; 2
alarmado; 1
alas; 8
ala; 1
albergaban; 1
albergar; 1
alborotada; 2
alborotado; 2
alboroto; 3
alborozada; 1
alborozo; 1
alcance; 4
alcanzaba; 2
alcanzado; 2
alcanzar; 4
alcanzaron; 1
alcanzó; 7
aldaba; 1
aldeas; 1
alegraba; 1
alegrado; 1
alegrarse; 1
alegre; 9
alegremente; 3
alegro; 3
alegría; 8
alegró; 3
alejaba; 2
alejaban; 2
alejado; 1
alejados; 1
alejarlas; 1
alejaron; 1
alejarse; 5
alejándose; 2
alejó; 6
alerta; 1
alfiles; 1
alfombra; 2
alféizar; 3
alga; 1
algo; 135
algodonosas; 1
alguien; 56
alguna; 22
algunas; 9
